Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3amNzwQ9muL0ZwDCbe9gWy,"A Brand New Day (BTS World Original Soundtrack) (Pt. 2)","A Brand New Day (BTS World Original Soundtrack) (Pt. 2)","BTS;Zara Larsson",2019-06-14,205019,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.804,0.498,8,-7.387,0,0.0575,0.341,0.000234,0.18,0.711,105.008,4
spotify:track:0mZI1NpihIVcho2f9MmqSW,"Trivia 轉 : Seesaw","Love Yourself 結 'Answer'","BTS",2018-08-24,246334,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.707,0.791,5,-4.483,0,0.035,0.179,0,0.102,0.674,106.985,4
spotify:track:1EzaBJk1rcT3ukKRPko1s4,"BTS Cypher Pt.2: Triptych","Skool Luv Affair (Special Addition)","BTS",2014-05-14,288771,48,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.585,0.98,5,-0.826,1,0.37,0.127,0,0.692,0.837,141.945,4
spotify:track:54azQnjuDYDFfImXimGFsA,"IDOL","Love Yourself 結 'Answer'","BTS;Nicki Minaj",2018-08-24,260233,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.708,0.857,6,-3.394,0,0.0827,0.00219,0,0.103,0.449,126.051,4
spotify:track:1ZPeaPDjQOOC8hw1mNjyjF,"Pied Piper","Love Yourself 承 'Her'","BTS",2017-09-18,245620,74,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.583,0.712,2,-4.942,0,0.0326,0.2,0,0.268,0.778,94.051,4
spotify:track:6bSwpQYEguyMlkCoWiBt3Y,"Trivia 承 : Love","Love Yourself 結 'Answer'","BTS",2018-08-24,225697,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.761,0.761,5,-5.721,0,0.0899,0.242,0,0.103,0.484,121.971,4
spotify:track:7Ki0hse0IfXEcXUlpyECbJ,"Blue & Grey","BE","BTS",2020-11-20,254950,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.547,0.605,8,-6.755,1,0.0415,0.42,0,0.125,0.364,121.953,4
spotify:track:7EW03rmUEfPIFSxuzZQsgA,"Outro: Propose","Skool Luv Affair (Special Addition)","BTS",2014-05-14,122513,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.397,0.847,2,-2.488,1,0.159,0.467,0,0.205,0.514,173.733,4
spotify:track:6Fnvi5QnVkTskSzeRvvQds,"Telepathy","BE","BTS",2020-11-20,202313,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.787,0.669,5,-4.333,0,0.0428,0.00782,0,0.123,0.57,104.994,4
spotify:track:6gGCS5r2t5uxaeBWAPeBp2,"Where You From","Skool Luv Affair (Special Addition)","BTS",2014-05-14,240106,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.654,0.867,7,-1.772,1,0.313,0.432,0,0.0745,0.919,85.078,4
spotify:track:5heidJi9Gni0QHhXStoimY,"Intro: Skool Luv Affair","Skool Luv Affair (Special Addition)","BTS",2014-05-14,178282,48,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.587,0.82,4,-2.701,0,0.428,0.0601,0,0.0599,0.671,93.841,4
spotify:track:0wqqe8k13bJPxRt7FEmnwS,"So What","Love Yourself 轉 'Tear'","BTS",2018-05-18,281520,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.657,0.883,9,-4.294,0,0.0733,0.0238,0,0.0481,0.461,129.943,4
spotify:track:4ROdFnoZNn2RTmwct0cVpx,"Love Maze","Love Yourself 轉 'Tear'","BTS",2018-05-18,221529,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.637,0.876,9,-4.652,1,0.0618,0.0483,0,0.0728,0.759,149.93,4
spotify:track:1NHl9g36Ebu3g16y0vtUNV,"Fly To My Room","BE","BTS",2020-11-20,222242,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.764,0.526,11,-7.355,1,0.212,0.0484,0,0.0718,0.588,114.91,4
spotify:track:0hxeouHqP3qzpTHerA7ha2,"Dis-ease","BE","BTS",2020-11-20,239722,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.731,0.845,8,-5.352,1,0.132,0.0132,0,0.0782,0.484,101.085,4
spotify:track:0TdWVbcerMAcvljXrl9gpG,"Stay","BE","BTS",2020-11-20,204800,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904,4
spotify:track:1YO4xJXhh9A1Feg9k8xuy2,"Paradise","Love Yourself 轉 'Tear'","BTS",2018-05-18,211223,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.551,0.828,5,-5.523,1,0.352,0.214,0,0.0571,0.928,139.662,4
spotify:track:0RFxljd297sk7sKm5ZDD5J,"DNA (Pedal 2 LA Mix)","Love Yourself 結 'Answer'","BTS",2018-08-24,247483,53,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.487,0.956,1,-3.44,0,0.134,0.0352,0,0.301,0.482,129.966,4
spotify:track:1MX0g22bQkr9HDVe37fLnN,"134340","Love Yourself 轉 'Tear'","BTS",2018-05-18,230063,66,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.665,0.687,11,-6.466,0,0.0547,0.155,0.0000928,0.173,0.651,106.023,4
spotify:track:6NbfFVZ01Ttvvqmcok8DxL,"Crystal Snow","FACE YOURSELF","BTS",2018-04-04,323360,63,false,,2025-09-15T13:00:30Z,"кей-поп","Universal Music LLC",0.618,0.766,3,-4.507,1,0.0323,0.117,0,0.121,0.448,113.997,4
spotify:track:7gP8B9DHYnZ7AynrVdhYbZ,"Skit: Soulmate","Skool Luv Affair (Special Addition)","BTS",2014-05-14,92791,47,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.633,0.285,4,-15.35,1,0.841,0.898,0,0.905,0.749,124.219,3
spotify:track:6XxpvCj3eLWs3lYowSgC4G,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]","MIC Drop (feat. Desiigner) [Steve Aoki Remix]","BTS;Desiigner;Steve Aoki",2017-11-24,238726,56,false,,2025-09-15T13:00:30Z,"кей-поп,електро-хаус,електронна танцювальна музика","BIGHIT MUSIC",0.612,0.841,10,-4.332,0,0.219,0.0157,0,0.23,0.644,169.915,4
spotify:track:6woeVu3fVMflqen1t4N6pg,"Old Town Road (feat. RM of BTS) - Seoul Town Road Remix","Old Town Road (feat. RM of BTS) [Seoul Town Road Remix]","Lil Nas X;RM;BTS",2019-07-24,114133,58,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","Columbia",0.89,0.513,1,-5.996,1,0.154,0.0706,0,0.102,0.61,136.02,4
spotify:track:7kyUapJyppdjzoAWB6XS14,"Outro: Wings","You Never Walk Alone","BTS",2017-02-13,225446,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.651,0.903,11,-3.117,0,0.129,0.00503,0,0.0875,0.658,125.032,4
spotify:track:61RvEx7GLYRHQhG7ldjJo1,"Intro: Serendipity","Love Yourself 承 'Her'","BTS",2017-09-18,139971,59,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.477,0.581,8,-8.795,1,0.119,0.523,0,0.201,0.282,129.571,4
spotify:track:7GNRUsU3M4XNDDB9xle5Dz,"That That (prod.&feat. SUGA of BTS)","PSY 9th","PSY;SUGA",2022-04-29,174646,71,false,,2025-09-15T13:00:30Z,"кей-поп","P NATION",0.903,0.962,4,-3.203,1,0.0852,0.0302,0,0.0273,0.906,129.968,4
spotify:track:5dEaQCUCJIQyJs5qVZYXOC,"Come Back Home","Come Back Home","BTS",2017-07-04,244587,57,false,,2025-09-15T13:00:30Z,"кей-поп","Genie Music Corporation, Stone Music Entertainment",0.647,0.881,11,-4.42,0,0.0765,0.00154,0.00000112,0.113,0.456,100.001,4
spotify:track:6BskTMfDjXVzeqQHOau5Vi,"Epilogue: Young Forever","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,171803,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.606,0.815,5,-3.818,0,0.232,0.04,0,0.119,0.386,88.054,4
spotify:track:0zzRxtfO5FGxKdqq4OKmlw,"Danger","Dark & Wild","BTS",2014-08-20,245140,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,4
spotify:track:29SjtKzBoJDgyIBusHylIS,"War of Hormone","Dark & Wild","BTS",2014-08-20,265602,68,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.612,0.993,9,-1.895,1,0.24,0.116,0,0.307,0.488,98.004,4
spotify:track:6S2gYweMmT6xygVh5q3QLa,"House of Cards (Full Length Edition)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,226212,71,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.367,0.668,2,-4.484,0,0.052,0.336,0,0.147,0.384,104.961,4
spotify:track:16SFlxZd0oH4YA7KvCQlsG,"Skit","BE","BTS",2020-11-20,179547,57,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.703,0.321,4,-13.135,1,0.884,0.864,0,0.908,0.544,114.822,4
spotify:track:0XwvxY5yMRI7vh55eBRe3B,"Butterfly (Prologue Mix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,295127,59,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.373,0.541,1,-6.451,1,0.0526,0.0446,0.001,0.0909,0.134,69.98,4
spotify:track:089PFeXotzDLNQz9NCk6pF,"No More Dream","2 Cool 4 Skool","BTS",2013-06-12,222066,71,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.438,0.864,2,-5.185,1,0.47,0.0118,0.00000166,0.431,0.594,167.898,4
spotify:track:2ZbYyDM0pacTwP2odNsdlo,"A Supplementary Story: You Never Walk Alone","You Never Walk Alone","BTS",2017-02-13,156060,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.696,0.903,8,-4.788,1,0.151,0.00596,0,0.0668,0.59,127.994,4
spotify:track:6dNOlenVY8vp29pkMZOd7c,"Interlude: Wings","Wings","BTS",2016-10-10,144313,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.638,0.851,11,-3.042,0,0.0663,0.0102,0,0.114,0.6,124.992,4
spotify:track:1sz4drpDPpHVrPUgnXGaNn,"Boyz with Fun","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,244156,63,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.704,0.96,1,-2.606,0,0.192,0.0808,0,0.383,0.751,116.024,4
spotify:track:7CAdT0HdiQNlt1C7xk2hep,"Stay Alive (Prod. SUGA of BTS)","Stay Alive (Prod. SUGA of BTS)","Jung Kook",2022-02-11,210928,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.512,0.76,2,-5.889,0,0.0682,0.299,0,0.103,0.495,130.096,4
spotify:track:55Ctj6nVfobn9AcPe6sLG2,"Like","2 Cool 4 Skool","BTS",2013-06-12,231893,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.737,0.723,0,-4.165,0,0.0705,0.303,0,0.26,0.783,100.939,4
spotify:track:5pjHS3EpHurMyIpB2QBnEd,"We Are Bulletproof Pt.2","2 Cool 4 Skool","BTS",2013-06-12,223933,66,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.753,0.95,8,-5.09,0,0.16,0.0104,0.00000632,0.134,0.868,144.02,4
spotify:track:5OlieB5VdsOMuBuCtllXGW,"BTS Cypher Pt.3: Killer","Dark & Wild","BTS;Supreme Boi",2014-08-20,267782,65,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.793,0.924,4,-3.017,0,0.321,0.0217,0,0.644,0.665,140.031,4
spotify:track:43x0i2PPXrmOGTTgoyqGNZ,"For You","For You","BTS",2015-06-17,285066,52,false,,2025-09-15T13:00:30Z,"кей-поп","PONY CANYON INC.",0.554,0.814,4,-4.312,1,0.211,0.477,0,0.111,0.572,166.064,4
spotify:track:6OeYM2861GaP3D1pbBqmbp,"Skit: Billboard Music Awards Speech","Love Yourself 承 'Her'","BTS",2017-09-18,107062,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.315,0.694,3,-15.389,1,0.398,0.38,0.000203,0.66,0.327,90.586,3
spotify:track:2y6Ty2NPAsP84XJAtzLxuk,"Chicken Noodle Soup (feat. Becky G)","Chicken Noodle Soup (feat. Becky G)","j-hope;Becky G",2019-09-27,235497,65,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,реггетон,латино","BIGHIT MUSIC",0.827,0.817,2,-4.081,1,0.0953,0.00496,0.0000119,0.294,0.167,97.008,4
spotify:track:12MGUs7yIus6sU09ekZMjw,"Love Is Not Over (Full Length Edition)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,221619,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.462,0.576,2,-5.089,1,0.0831,0.124,0,0.127,0.278,102.972,4
spotify:track:0G0UoEFLum7ZPJxbmMbhPf,"Butterfly (Alternative Mix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,241144,50,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.345,0.717,6,-4.6,1,0.0479,0.00633,0,0.149,0.209,149.541,4
spotify:track:7JosxtkCqIQieNWXA2Dj3v,"N.O","O!RUL8,2?","BTS",2013-09-11,209751,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.595,0.914,11,-3.764,0,0.166,0.0389,0,0.457,0.572,146.89,4
spotify:track:06PapYCtVDlprJPgGELabn,"Attack on Bangtan","O!RUL8,2?","BTS",2013-09-11,246525,66,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.72,0.962,11,-2.555,0,0.268,0.2,0,0.165,0.667,118.025,4
spotify:track:4eqHEzFsCCiGALC1MHbqnU,"Coffee","O!RUL8,2?","BTS",2013-09-11,260433,66,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.656,0.798,0,-6.608,1,0.103,0.00862,0,0.321,0.573,92.031,4
spotify:track:2cy3eWaTBoOFJwtFMR6jKb,"Outro: House of Cards","The Most Beautiful Moment in Life Pt.2","BTS",2015-11-30,177413,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.37,0.652,2,-4.717,1,0.0402,0.4,0,0.129,0.265,104.162,4
spotify:track:0avGJHXsqHQfFloHTCbcwb,"I Need U (Urban Mix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,215189,51,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.56,0.814,5,-3.603,0,0.0688,0.108,0,0.188,0.532,74.01,4
spotify:track:3Wno87vVBVbSVS2vUUFuKC,"Sweet Night","ITAEWON CLASS (Original Television Soundtrack) Pt. 12","V",2020-03-13,214258,70,false,,2025-09-15T13:00:30Z,"кей-поп","(주)블렌딩",0.459,0.339,3,-7.961,1,0.0251,0.491,0.00000605,0.0892,0.146,92.097,4
spotify:track:2uqzfXB7NlBnhQd04W7HaH,"Let Me Know","Dark & Wild","BTS",2014-08-20,254973,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.61,0.829,11,-4.84,0,0.0847,0.0111,0,0.0961,0.156,136.102,4
spotify:track:0x4cMbCLC6L7aJQs3EiPaZ,"Look Here","Dark & Wild","BTS",2014-08-20,218887,62,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.863,0.854,4,-4.564,0,0.0893,0.0418,0.00152,0.0551,0.784,119.996,4
spotify:track:6Jr2GutTFyfvAzGA36R2Uj,"Rain","Dark & Wild","BTS",2014-08-20,264666,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.703,0.851,1,-4.918,0,0.144,0.031,0,0.354,0.315,89.958,4
spotify:track:4ou8XX6AM0XFVjWFuzllWP,"Run (Alternative Mix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,236437,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.595,0.87,6,-3.086,0,0.0321,0.000183,0.0000394,0.371,0.586,132.99,4
spotify:track:1ht2uYq91yLc9S6IxwiwCK,"Miss Right","Skool Luv Affair (Special Addition)","BTS",2014-05-14,241374,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.718,0.835,1,-4.925,1,0.213,0.371,0,0.0764,0.855,92.97,4
spotify:track:6HDHaCnH2FCSdEwXrJfEVF,"People","D-2","Agust D",2020-05-22,197000,66,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.76,0.682,1,-6.441,1,0.0371,0.0616,0,0.118,0.372,120.008,4
spotify:track:4c9XojqJDu7KNCh8GmNbj5,"Hip Hop Phile","Dark & Wild","BTS",2014-08-20,257299,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.796,0.878,1,-3.325,1,0.185,0.171,0,0.234,0.795,144,4
spotify:track:4pzjU0AnZa6Vfphk292e9Q,"I Need U (Remix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,223012,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.519,0.918,5,-2.838,0,0.208,0.00258,0.00000355,0.448,0.49,158.052,4
spotify:track:4NNpKLaoOEeYi78vQDb3lB,"Run (Ballad Mix)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,257000,51,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.568,0.775,6,-3.188,0,0.0361,0.0311,0,0.379,0.595,128.019,4
spotify:track:5EdwOTiD4Vz7xEoB7jt8En,"So 4 more","Dark & Wild","BTS",2014-08-20,235020,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.676,0.925,8,-2.451,1,0.111,0.00405,0.00000631,0.279,0.798,163.952,4
spotify:track:3eSPLTR9JtKiT1X4sAkTg8,"Embarrassed","Dark & Wild","BTS",2014-08-20,241761,63,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.556,0.897,2,-3.019,1,0.282,0.181,0,0.379,0.551,84.604,4
spotify:track:17SBD4aDKo9ZeahcQJ6j72,"24/7=Heaven","Dark & Wild","BTS",2014-08-20,226425,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.642,0.903,2,-2.976,1,0.117,0.0635,0,0.33,0.573,96.068,4
spotify:track:0hwev90tfswBoZmgKnJ9F8,"Outro: Love Is Not Over","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,143862,55,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.719,0.335,2,-8.085,1,0.06,0.632,0,0.131,0.218,105.062,4
spotify:track:2FviiM1DSKfJSRxMV5TD9w,"so far away (Feat. SURAN)","Agust D","Agust D;SURAN",2016-08-16,358270,64,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.482,0.828,11,-4.501,0,0.104,0.0093,0,0.325,0.274,93.892,4
spotify:track:022wInIMcMtWRqkcpy7WwO,"Could You Turn off Your Cell Phone","Dark & Wild","BTS",2014-08-20,234062,59,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.459,0.856,6,-4.383,0,0.232,0.152,0,0.08,0.917,97.027,4
spotify:track:29vOLabxvytbI8fX9xgTaD,"We On","O!RUL8,2?","BTS",2013-09-11,230885,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.801,0.797,2,-4.319,0,0.163,0.0405,0.00000239,0.115,0.801,97.009,4
spotify:track:5OXUwFDCnmT3eUWUYVRrk9,"Like (Slow Jam Remix)","Skool Luv Affair (Special Addition)","BTS",2014-05-14,232691,51,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.532,0.673,10,-5.401,1,0.185,0.336,0,0.159,0.653,99.712,4
spotify:track:56sdcbPR74RxqmKVbQzJ8s,"Daydream (백일몽)","Hope World","j-hope",2018-03-02,228759,64,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.749,0.961,8,-6.518,0,0.0874,0.00512,0,0.175,0.859,116.037,4
spotify:track:2jk6oBuLiCZJTDWhlJEzIw,"Airplane","Hope World","j-hope",2018-03-02,197913,59,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.801,0.651,0,-7.855,1,0.0579,0.65,0,0.109,0.238,119.992,4
spotify:track:4CW75mEldEGBIm2JXzqAPf,"It′s Definitely You","HWARANG, Pt. 2 (Music from the Original TV Series)","V;Jin",2016-12-20,230693,68,false,,2025-09-15T13:00:30Z,"кей-поп","KEYEAST",0.738,0.731,10,-3.193,0,0.0689,0.239,0,0.087,0.762,95.003,4
spotify:track:041DRqg0jswhQut7PMjnrv,"Tony Montana (Feat. Yankie)","Agust D","Agust D;yankie",2016-08-16,207873,59,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.609,0.776,4,-5.837,1,0.0595,0.00026,0.0000146,0.105,0.266,116.009,4
spotify:track:1sKsYTGy8XfHjCYqcudqG5,"seoul (prod. HONNE)","mono.","RM",2018-10-23,275954,64,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.581,0.664,0,-8.63,1,0.0649,0.344,0.0000248,0.324,0.452,99.829,4
spotify:track:6JbPyMiLnWaaKusic64bCq,"Intro: Never Mind","The Most Beautiful Moment in Life Pt.2","BTS",2015-11-30,136428,56,true,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.339,0.949,6,-4.942,0,0.904,0.00765,0,0.329,0.397,79.956,4
spotify:track:4bLtrrVDspeDNSaHGGMQkB,"If I Ruled the World","O!RUL8,2?","BTS",2013-09-11,247450,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.744,0.725,7,-6.29,1,0.112,0.0434,0,0.296,0.729,95.981,4
spotify:track:0I4CicY6MftmDgdd76LXss,"Outro: Do You Think It Makes Sense?","Dark & Wild","BTS",2014-08-20,172658,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.634,0.815,1,-4.324,1,0.0409,0.0714,0,0.146,0.553,103.041,4
spotify:track:5UMPPsXaGbR1qtzcnEtTpM,"Hope World","Hope World","j-hope",2018-03-02,204930,62,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.706,0.895,1,-4.456,1,0.16,0.0138,0,0.595,0.771,117.007,4
spotify:track:5sF4GOOSRELn8zn6DDGzUP,"Strange (feat. RM)","D-2","Agust D;RM",2020-05-22,196529,59,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.627,0.662,7,-8.121,1,0.203,0.00236,0,0.157,0.207,90.008,4
spotify:track:2hX8rtWyNxYyaBT64H3LYU,"Burn It (feat. MAX)","D-2","Agust D;MAX",2020-05-22,192106,65,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.658,0.776,6,-7.088,0,0.0493,0.012,0.0000021,0.272,0.336,114.044,4
spotify:track:3VlYMpSmYooLpzLiRBBfbX,"Paldogangsan","O!RUL8,2?","BTS",2013-09-11,205061,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.564,0.945,11,-3.11,0,0.243,0.0789,0,0.0873,0.871,105.018,4
spotify:track:20zr2Oef3PVeGRxjmSF5CC,"Blue Side (Outro)","Hope World","j-hope",2018-03-02,90539,62,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.512,0.394,9,-10.202,0,0.0263,0.0149,0.901,0.309,0.083,80.522,4
spotify:track:1m0yEldZVNu9SzmtqfFWRt,"give it to me","Agust D","Agust D",2016-08-16,149524,63,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.657,0.751,11,-3.889,1,0.185,0.000833,0.0000105,0.158,0.43,94.987,4
spotify:track:2uYd9NblsDfDePyEJp2GrM,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","Colour Vision (Deluxe)","MAX;Lil Mosey;SUGA;Olivia O'Brien",2021-03-26,172237,50,false,,2025-09-15T13:00:30Z,"мелодійний реп,кей-поп","Colour Vision Records/Sony Music Entertainment",0.712,0.634,0,-6.455,0,0.143,0.518,0.000414,0.128,0.519,150.025,4
spotify:track:6w5nte2isfv5QLImckFD8a,"Interlude: What Are You Doing Now","Dark & Wild","BTS",2014-08-20,41757,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.783,0.683,4,-5.195,1,0.0895,0.0532,0.772,0.0529,0.55,82.996,4
spotify:track:2YCTRzLwXgiNvbod8xuCHl,"tokyo","mono.","RM",2018-10-23,208936,60,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.445,0.263,5,-13.754,0,0.0342,0.828,0.00516,0.118,0.0712,147.172,4
spotify:track:6BnciRM9jyEP9cEjvoN5eI,"moonchild","mono.","RM",2018-10-23,205833,62,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.503,0.869,9,-5.576,0,0.214,0.0258,0,0.0659,0.191,157.975,4
spotify:track:6Au7CCNN2wXgCNxdavgxDM,"Song Request (feat. SUGA of BTS)","Song Request (feat. SUGA of BTS)","Lee So Ra;SUGA",2019-01-22,281066,56,false,,2025-09-15T13:00:30Z,"корейські балади,кей-поп","(주)도너츠컬처",0.481,0.59,2,-7.145,1,0.0903,0.707,0.00037,0.141,0.454,175.788,4
spotify:track:1NuwEuQH7vbDLA9eg5TvEg,"Moonlight","D-2","Agust D",2020-05-22,163015,67,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,4
spotify:track:1UlnDZ5ubsSX3xrXu063dZ,"Intro: 2 Cool 4 Skool","2 Cool 4 Skool","BTS;dj friz",2013-06-12,63786,57,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.894,0.835,8,-6.249,1,0.245,0.179,0.266,0.179,0.532,94.871,4
spotify:track:3HhgGvmDKx13uRTkXYfcDw,"Intro: What Am I to You","Dark & Wild","BTS",2014-08-20,165121,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.475,0.899,0,-2.228,1,0.292,0.426,0,0.366,0.568,83.821,4
spotify:track:2ZiVvIvwAwNRL4dUO3TaF6,"Outro: Luv in Skool","O!RUL8,2?","BTS",2013-09-11,86044,56,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.693,0.392,5,-6.615,1,0.0439,0.0508,0,0.144,0.472,131.863,4
