Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4aQooO4mUMX1l457bgYR6a,"Make It Right (feat. Lauv) (Acoustic Remix)","Make It Right (feat. Lauv) (Acoustic Remix)","BTS;Lauv",2019-11-08,255541,48,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.701,0.557,7,-5.756,1,0.149,0.00486,0,0.252,0.508,100.22,4
spotify:track:4L3HQD7tbXCPpO9Ps7rgdm,"Change","Change","RM;Wale",2017-03-20,277970,54,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.511,0.85,11,-3.562,0,0.195,0.0237,0,0.0615,0.326,90.047,4
spotify:track:42DD4cLqkprJPih3YxXkAO,"forever rain","mono.","RM",2018-10-23,271805,58,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.389,0.591,7,-8.437,1,0.0619,0.0311,0.0000653,0.392,0.255,138.829,4
spotify:track:57PBRXsXl2rEAR85Gh4Qac,"Make It Right (feat. Lauv) (EDM Remix)","Make It Right (feat. Lauv) (EDM Remix)","BTS;Lauv;Frants",2019-11-01,246322,45,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.648,0.741,7,-6.655,1,0.312,0.00353,0,0.0932,0.24,106,4
spotify:track:083PvB3ID4h3jiGJ1GbbPA,"Dynamite (Acoustic Remix)","Dynamite (DayTime Version)","BTS",2020-08-28,197993,46,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.656,0.889,1,-5.136,0,0.203,0.0228,0.00000756,0.366,0.575,113.943,4
spotify:track:3u4igxLGmXBu1eiQjawtoe,"Dynamite (Tropical Remix)","Dynamite (DayTime Version)","BTS",2020-08-28,197101,48,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.729,0.896,1,-3.308,0,0.0667,0.0295,0.00000152,0.234,0.62,114.035,4
spotify:track:0ZUtat3yQpzMRMJ9Qmz5k0,"everythingoes (with Nell)","mono.","RM;NELL",2018-10-23,222493,58,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,k-rock,корейські балади","BIGHIT MUSIC",0.47,0.722,5,-5.819,1,0.0303,0.143,0.00000291,0.128,0.14,92.034,4
spotify:track:3IGM6ph0w2fERLlyQtBoQt,"Permission to Dance (R&B Remix)","Permission to Dance","BTS",2021-07-23,216156,48,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.662,0.597,9,-5.569,1,0.031,0.0726,0,0.103,0.351,120.021,4
spotify:track:6BeOJPXMstvXolxKbL09kR,"My Universe - SUGA's Remix","My Universe (SUGA's Remix)","Coldplay;BTS;SUGA",2021-09-26,188234,56,false,,2025-09-15T13:00:30Z,"кей-поп","Parlophone UK",0.558,0.832,4,-5.904,1,0.0435,0.00119,0,0.0637,0.5,107.043,4
spotify:track:2QVXLAI2Io3tDmhFOSumr0,"Interlude","2 Cool 4 Skool","BTS",2013-06-12,52440,58,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.914,0.276,1,-13.392,0,0.319,0.494,0.762,0.392,0.854,125.897,4
spotify:track:3KkbZok84es6JqI5aiLj1g,"BTS Cypher Pt.1","O!RUL8,2?","BTS",2013-09-11,131192,57,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.751,0.903,2,-5.413,1,0.354,0.539,0,0.343,0.858,96.548,4
spotify:track:3FdanLGasOj37Xi316GfZ4,"Intro: O!RUL8,2?","O!RUL8,2?","BTS",2013-09-11,70531,56,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.455,0.9,7,-5.029,1,0.393,0.272,0,0.0945,0.188,150.14,4
spotify:track:70hNTQkU4hogweDWeMLaWT,"Dynamite (Bedroom Remix)","Dynamite (NightTime Version)","BTS",2020-09-18,207926,44,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.756,0.745,1,-3.263,0,0.0341,0.0631,0,0.221,0.726,109.063,4
spotify:track:3IA9LkBEVhJDOxOnh1nf8a,"Butter (Holiday Remix)","Butter (Holiday Remix)","BTS",2021-12-03,161894,55,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.698,0.838,8,-3.553,1,0.0529,0.00188,0,0.113,0.87,110.034,4
spotify:track:3adJ5vW78N4lpm4DzbCt6d,"Dynamite (Slow Jam Remix)","Dynamite (NightTime Version)","BTS",2020-09-18,199690,44,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.653,0.683,4,-3.82,1,0.0398,0.36,0.000001,0.324,0.534,113.977,4
spotify:track:6nhc3daOpKaZBRj2ZFWfc7,"My Universe - Acoustic Version","My Universe","Coldplay;BTS",2021-09-27,223268,49,false,,2025-09-15T13:00:30Z,"кей-поп","Parlophone UK",0.501,0.54,4,-6.918,1,0.0314,0.588,0,0.313,0.449,105.031,4
spotify:track:0DaHIESJEC4d0RRpwbgcau,"Skit: One Night in a Strange City","The Most Beautiful Moment in Life Pt.2","BTS",2015-11-30,263129,47,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.575,0.499,3,-11.552,1,0.936,0.772,0,0.42,0.667,160.296,4
spotify:track:0GIfKnZxlWAtX7P3b8PYyP,"Dynamite (EDM Remix)","Dynamite (DayTime Version)","BTS",2020-08-28,198939,45,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.707,0.838,1,-4.732,0,0.0599,0.0019,0.444,0.0961,0.318,122.985,4
spotify:track:7MRdjWiq6wu1bFqlnqve5q,"Dynamite (Midnight Remix)","Dynamite (NightTime Version)","BTS",2020-09-18,196509,43,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.782,0.795,4,-4.167,1,0.122,0.0689,0,0.109,0.402,114.036,4
spotify:track:1GPIdEcxPjPIYGmN08b1yf,"Outro: Circle Room Cypher","2 Cool 4 Skool","BTS",2013-06-12,323640,51,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.688,0.515,7,-11.608,1,0.523,0.536,0,0.189,0.852,94.077,4
spotify:track:46cgcwt80u5CaiqHu361UH,"Dynamite (Retro Remix)","Dynamite (NightTime Version)","BTS",2020-09-18,208404,44,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.647,0.915,4,-2.031,1,0.148,0.0659,0,0.327,0.776,113.936,4
spotify:track:1DlczmjByrS4qxRVfGjpqN,"My Universe - Galantis Remix","My Universe (Galantis Remix)","Coldplay;BTS;Galantis",2021-10-11,224908,48,false,,2025-09-15T13:00:30Z,"кей-поп","Parlophone UK",0.596,0.915,4,-4.711,1,0.0682,0.0949,0.0000017,0.12,0.629,120.024,4
spotify:track:087YUEkmOGciKOflc5sQE6,"Dynamite (Poolside Remix)","Dynamite (DayTime Version)","BTS",2020-08-28,182591,44,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.686,0.877,1,-4.854,0,0.143,0.0089,0.000869,0.208,0.406,123.91,4
spotify:track:5FvxRvrQ8qzKjBJ6ST9aiu,"My Universe - David Guetta Remix","My Universe (David Guetta Remix)","Coldplay;BTS;David Guetta",2021-10-13,199135,48,false,,2025-09-15T13:00:30Z,"кей-поп,електронна танцювальна музика","Parlophone UK",0.436,0.948,1,-5.515,0,0.0558,0.0974,0.00375,0.14,0.696,122.609,4
spotify:track:2giNwwft9s8E5Or8N0olgc,"Skit: Expectation!","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,147693,47,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.635,0.167,9,-21.117,0,0.665,0.893,0,0.501,0.712,100.544,3
spotify:track:6Lgbf4b6c9fwz24eFEWONX,"My Universe - Supernova 7 Mix","My Universe","Coldplay;BTS",2021-09-27,279317,44,false,,2025-09-15T13:00:30Z,"кей-поп","Parlophone UK",0.665,0.712,6,-6.841,0,0.0397,0.00115,0.000187,0.27,0.489,105.017,4
spotify:track:53XrsilgguJmmsEtDsj0yY,"Skit: R U Happy Now?","O!RUL8,2?","BTS",2013-09-11,148072,49,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.535,0.382,1,-18.76,1,0.645,0.852,0,0.311,0.609,86.969,4
spotify:track:4Ut6UU8Yyihz1jCZWSCQpu,"Skit: Circle Room Talk","2 Cool 4 Skool","BTS",2013-06-12,131906,50,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.598,0.356,9,-18.009,1,0.802,0.912,0,0.913,0.817,121.045,3
